start_station_name,end_station_name,Latitude_x,Longitude_x,Latitude_y,Longitude_y
14th & G St NW,2nd St & Massachusetts Ave NE,38.8983306,-77.0319663,38.8952128,-77.0035114
14th & L St NW,2nd St & Massachusetts Ave NE,38.903746,-77.0319747,38.8952128,-77.0035114
14th & Newton St NW,2nd St & Massachusetts Ave NE,38.9318686,-77.0327472,38.8952128,-77.0035114
14th & Rhode Island Ave NW,2nd St & Massachusetts Ave NE,38.9088311,-77.0319575,38.8952128,-77.0035114
14th & Upshur St NW,2nd St & Massachusetts Ave NE,38.941867,-77.0327244,38.8952128,-77.0035114
14th & V St NW,2nd St & Massachusetts Ave NE,38.9181132,-77.0319544,38.8952128,-77.0035114
14th St & New York Ave NW,2nd St & Massachusetts Ave NE,38.8993304,-77.0319713,38.8952128,-77.0035114
15th & East Capitol St NE,2nd St & Massachusetts Ave NE,38.8898269,-76.9541242,38.8952128,-77.0035114
15th & F St NE,2nd St & Massachusetts Ave NE,38.8973368,-76.9836645,38.8952128,-77.0035114
15th & M St NW,2nd St & Massachusetts Ave NE,38.9056496,-77.0345673,38.8952128,-77.0035114
15th St & Constitution Ave NW,2nd St & Massachusetts Ave NE,38.8921024,-77.0336424,38.8952128,-77.0035114
15th St & Massachusetts Ave SE,2nd St & Massachusetts Ave NE,38.9065186,-77.0345597,38.8952128,-77.0035114
16th & R St NW,2nd St & Massachusetts Ave NE,38.9126037,-77.0365134,38.8952128,-77.0035114
17th & G St NW,2nd St & Massachusetts Ave NE,38.8983186,-77.0394614,38.8952128,-77.0035114
17th & K St NW,2nd St & Massachusetts Ave NE,38.9024024,-77.0395084,38.8952128,-77.0035114
18th St & Wyoming Ave NW,2nd St & Massachusetts Ave NE,38.9187411,-77.0416565,38.8952128,-77.0035114
1st & D St SE,2nd St & Massachusetts Ave NE,38.88494,-77.00873,38.8952128,-77.0035114
1st & H St NW,2nd St & Massachusetts Ave NE,38.9002169,-77.0312345,38.8952128,-77.0035114
1st & M St NE,2nd St & Massachusetts Ave NE,38.9056533,-77.0058882,38.8952128,-77.0035114
1st & M St SE,2nd St & Massachusetts Ave NE,38.8768635,-76.9831619,38.8952128,-77.0035114
1st & O St NW,2nd St & Massachusetts Ave NE,38.9601576,-77.0116249,38.8952128,-77.0035114
1st & Rhode Island Ave NW,2nd St & Massachusetts Ave NE,38.9112599,-77.0251579,38.8952128,-77.0035114
22nd St & Constitution Ave NW,2nd St & Massachusetts Ave NE,38.8921184,-77.0488686,38.8952128,-77.0035114
2nd & G St NE,2nd St & Massachusetts Ave NE,38.89894,-77.00901,38.8952128,-77.0035114
2nd St & Massachusetts Ave NE,2nd St & Massachusetts Ave NE,38.8952128,-77.0035114,38.8952128,-77.0035114
2nd St & Seaton Pl NE,2nd St & Massachusetts Ave NE,38.9148253,-77.0035158,38.8952128,-77.0035114
3000 Connecticut Ave NW / National Zoo,2nd St & Massachusetts Ave NE,38.9298333,-77.0560416,38.8952128,-77.0035114
36th & Calvert St NW / Glover Park,2nd St & Massachusetts Ave NE,38.922542,-77.0708934,38.8952128,-77.0035114
3rd & D St SE,2nd St & Massachusetts Ave NE,38.8851,-77.0023,38.8952128,-77.0035114
3rd & Elm St NW,2nd St & Massachusetts Ave NE,38.9174514,-77.016491,38.8952128,-77.0035114
3rd & G St SE,2nd St & Massachusetts Ave NE,38.8812662,-76.9914837,38.8952128,-77.0035114
3rd & H St NE,2nd St & Massachusetts Ave NE,38.9003026,-77.0016867,38.8952128,-77.0035114
3rd & H St NW,2nd St & Massachusetts Ave NE,38.9002169,-77.0312345,38.8952128,-77.0035114
3rd & M St NE,2nd St & Massachusetts Ave NE,38.905696,-76.997098,38.8952128,-77.0035114
3rd & Tingey St SE,2nd St & Massachusetts Ave NE,38.8748964,-76.9999472,38.8952128,-77.0035114
3rd St & Pennsylvania Ave SE,2nd St & Massachusetts Ave NE,38.887124,-77.001692,38.8952128,-77.0035114
4th & C St SW,2nd St & Massachusetts Ave NE,38.88631,-77.01799,38.8952128,-77.0035114
4th & D St NW / Judiciary Square,2nd St & Massachusetts Ave NE,38.8946621,-77.0306956,38.8952128,-77.0035114
4th & E St SW,2nd St & Massachusetts Ave NE,38.8832394,-77.0154581,38.8952128,-77.0035114
4th & East Capitol St NE,2nd St & Massachusetts Ave NE,38.8898269,-76.9541242,38.8952128,-77.0035114
4th & M St SE,2nd St & Massachusetts Ave NE,38.8768635,-76.9831619,38.8952128,-77.0035114
4th & M St SW,2nd St & Massachusetts Ave NE,38.8765291,-77.0141041,38.8952128,-77.0035114
4th & W St NE,2nd St & Massachusetts Ave NE,38.919029,-77.000472,38.8952128,-77.0035114
4th St & Madison Dr NW,2nd St & Massachusetts Ave NE,38.8905995,-77.0175703,38.8952128,-77.0035114
5th & F St NW,2nd St & Massachusetts Ave NE,38.897337,-77.018929,38.8952128,-77.0035114
5th & K St NW,2nd St & Massachusetts Ave NE,38.9025277,-77.0189305,38.8952128,-77.0035114
5th St & Massachusetts Ave NW,2nd St & Massachusetts Ave NE,38.9011312,-77.0189262,38.8952128,-77.0035114
6th & H St NE,2nd St & Massachusetts Ave NE,38.9002104,-76.9984441,38.8952128,-77.0035114
6th & K St NE,2nd St & Massachusetts Ave NE,38.9025086,-76.9984503,38.8952128,-77.0035114
6th St & Indiana Ave NW,2nd St & Massachusetts Ave NE,38.8944395,-77.0199018,38.8952128,-77.0035114
7th & E St SW,2nd St & Massachusetts Ave NE,38.8832442,-77.0219776,38.8952128,-77.0035114
7th & F St NW / National Portrait Gallery,2nd St & Massachusetts Ave NE,38.8978267,-77.023019,38.8952128,-77.0035114
7th & K St NW,2nd St & Massachusetts Ave NE,38.9021412,-77.021891,38.8952128,-77.0035114
7th & T St NW,2nd St & Massachusetts Ave NE,38.915572,-77.021919,38.8952128,-77.0035114
7th St & Massachusetts Ave NE,2nd St & Massachusetts Ave NE,38.9021412,-77.021891,38.8952128,-77.0035114
8th & D St NW,2nd St & Massachusetts Ave NE,38.8947972,-77.0229688,38.8952128,-77.0035114
8th & East Capitol St NE,2nd St & Massachusetts Ave NE,38.8898269,-76.9541242,38.8952128,-77.0035114
8th & Eye St SE / Barracks Row,2nd St & Massachusetts Ave NE,38.8792,-76.9953,38.8952128,-77.0035114
8th & F St NE,2nd St & Massachusetts Ave NE,38.897333,-76.994965,38.8952128,-77.0035114
8th & H St NW,2nd St & Massachusetts Ave NE,38.899814,-77.022948,38.8952128,-77.0035114
Bladensburg Rd & Benning Rd NE,2nd St & Massachusetts Ave NE,38.9000764,-76.9834672,38.8952128,-77.0035114
Clarendon Metro / Wilson Blvd & N Highland St,2nd St & Massachusetts Ave NE,38.8871034,-77.0952151,38.8952128,-77.0035114
Columbia & Ontario Rd NW,2nd St & Massachusetts Ave NE,38.9221879,-77.0401742,38.8952128,-77.0035114
Columbia Rd & Belmont St NW,2nd St & Massachusetts Ave NE,38.9205817,-77.043926,38.8952128,-77.0035114
Columbus Circle / Union Station,2nd St & Massachusetts Ave NE,38.896995,-77.006384,38.8952128,-77.0035114
Connecticut Ave & R St NW,2nd St & Massachusetts Ave NE,38.9125984,-77.045082,38.8952128,-77.0035114
Connecticut Ave & Tilden St NW,2nd St & Massachusetts Ave NE,38.9409107,-77.0616299,38.8952128,-77.0035114
Constitution Ave & 2nd St NW/DOL,2nd St & Massachusetts Ave NE,38.8921052,-77.0136447,38.8952128,-77.0035114
D St & Maryland Ave NE,2nd St & Massachusetts Ave NE,38.8947301,-76.9968333,38.8952128,-77.0035114
Eastern Market / 7th & North Carolina Ave SE,2nd St & Massachusetts Ave NE,38.8864481,-76.996479,38.8952128,-77.0035114
Eckington Pl & Q St NE,2nd St & Massachusetts Ave NE,38.9111223,-77.0047933,38.8952128,-77.0035114
Florida Ave & R St NW,2nd St & Massachusetts Ave NE,38.9126039,-77.0132898,38.8952128,-77.0035114
Henry Bacon Dr & Lincoln Memorial Circle NW,2nd St & Massachusetts Ave NE,38.8901667,-77.049611,38.8952128,-77.0035114
Independence Ave & L'Enfant Plaza SW/DOE,2nd St & Massachusetts Ave NE,38.8862882,-77.0265843,38.8952128,-77.0035114
Jefferson Dr & 14th St SW,2nd St & Massachusetts Ave NE,38.8886121,-77.0319526,38.8952128,-77.0035114
L'Enfant Plaza / 7th & C St SW,2nd St & Massachusetts Ave NE,38.8839245,-77.024976,38.8952128,-77.0035114
M St & New Jersey Ave SE,2nd St & Massachusetts Ave NE,38.8764395,-77.0041448,38.8952128,-77.0035114
Maine Ave & 9th St SW,2nd St & Massachusetts Ave NE,38.8802954,-77.0249438,38.8952128,-77.0035114
Maryland Ave & E St NE,2nd St & Massachusetts Ave NE,38.8961161,-76.9931643,38.8952128,-77.0035114
Massachusetts Ave & 6th St NE,2nd St & Massachusetts Ave NE,38.8930708,-76.9984653,38.8952128,-77.0035114
Metro Center / 12th & G St NW,2nd St & Massachusetts Ave NE,38.8980522,-77.0282299,38.8952128,-77.0035114
Montello Ave & Holbrook Terr NE,2nd St & Massachusetts Ave NE,38.907617,-76.986781,38.8952128,-77.0035114
Nannie Helen Burroughs Ave & 49th St NE,2nd St & Massachusetts Ave NE,38.8986855,-76.9316613,38.8952128,-77.0035114
Neal St & Trinidad Ave NE,2nd St & Massachusetts Ave NE,38.9033798,-76.9861649,38.8952128,-77.0035114
New Hampshire Ave & T St NW,2nd St & Massachusetts Ave NE,38.9155803,-77.0378968,38.8952128,-77.0035114
New Jersey Ave & F St NW,2nd St & Massachusetts Ave NE,38.8973436,-77.0118709,38.8952128,-77.0035114
New Jersey Ave & N St NW/Dunbar HS,2nd St & Massachusetts Ave NE,38.9075024,-77.0128468,38.8952128,-77.0035114
New Jersey Ave & R St NW,2nd St & Massachusetts Ave NE,38.9125993,-77.0173559,38.8952128,-77.0035114
New York Ave & 15th St NW,2nd St & Massachusetts Ave NE,38.8987597,-77.0336773,38.8952128,-77.0035114
New York Ave & Hecht Ave NE,2nd St & Massachusetts Ave NE,38.9160259,-76.983832,38.8952128,-77.0035114
North Capitol St & F St NW,2nd St & Massachusetts Ave NE,38.8973304,-77.0091024,38.8952128,-77.0035114
North Capitol St & G Pl NE,2nd St & Massachusetts Ave NE,38.8995605,-77.0090117,38.8952128,-77.0035114
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,2nd St & Massachusetts Ave NE,38.8834579,-77.0429536,38.8952128,-77.0035114
Oklahoma Ave & D St NE,2nd St & Massachusetts Ave NE,38.8947743,-76.9743375,38.8952128,-77.0035114
Potomac & Pennsylvania Ave SE,2nd St & Massachusetts Ave NE,38.8731037,-76.9695601,38.8952128,-77.0035114
Potomac Ave & 8th St SE,2nd St & Massachusetts Ave NE,38.8768332,-76.9949812,38.8952128,-77.0035114
Rhode Island Ave & V St NE,2nd St & Massachusetts Ave NE,38.9180402,-77.0056871,38.8952128,-77.0035114
US Dept of State / Virginia Ave & 21st St NW,2nd St & Massachusetts Ave NE,38.8948244,-77.0470168,38.8952128,-77.0035114
USDA / 12th & C St SW,2nd St & Massachusetts Ave NE,38.8867712,-77.029926,38.8952128,-77.0035114
USDA / 12th & C St SW,2nd St & Massachusetts Ave NE,38.8867712,-77.029926,38.8952128,-77.0035114
Van Ness Metro / UDC,2nd St & Massachusetts Ave NE,38.944551,-77.063896,38.8952128,-77.0035114
Vermont Ave & I St NW,2nd St & Massachusetts Ave NE,38.9013406,-77.0345896,38.8952128,-77.0035114
Virginia Ave & 25th St NW,2nd St & Massachusetts Ave NE,38.9008492,-77.0533105,38.8952128,-77.0035114
Washington & Independence Ave SW/HHS,2nd St & Massachusetts Ave NE,38.8866441,-77.0144068,38.8952128,-77.0035114
Woodley Park Metro / Calvert St & Connecticut Ave NW,2nd St & Massachusetts Ave NE,38.923148,-77.051476,38.8952128,-77.0035114
10th & E St NW,3rd & G St SE,38.8961384,-77.0260002,38.8812662,-76.9914837
10th St & Constitution Ave NW,3rd & G St SE,38.8921062,-77.0259036,38.8812662,-76.9914837
11th & F St NW,3rd & G St SE,38.8973435,-77.0270466,38.8812662,-76.9914837
11th & Kenyon St NW,3rd & G St SE,38.929685,-77.0277483,38.8812662,-76.9914837
13th & D St NE,3rd & G St SE,38.894777,-76.9883104,38.8812662,-76.9914837
13th & E St SE,3rd & G St SE,38.882832,-76.9883198,38.8812662,-76.9914837
13th & H St NE,3rd & G St SE,38.9002048,-76.9883091,38.8812662,-76.9914837
14th & D St SE,3rd & G St SE,38.8946621,-77.0306956,38.8812662,-76.9914837
15th & East Capitol St NE,3rd & G St SE,38.8898269,-76.9541242,38.8812662,-76.9914837
15th & F St NE,3rd & G St SE,38.8973368,-76.9836645,38.8812662,-76.9914837
15th St & Massachusetts Ave SE,3rd & G St SE,38.9065186,-77.0345597,38.8812662,-76.9914837
16th & R St NW,3rd & G St SE,38.9126037,-77.0365134,38.8812662,-76.9914837
17th & G St NW,3rd & G St SE,38.8983186,-77.0394614,38.8812662,-76.9914837
17th & K St NW / Farragut Square,3rd & G St SE,38.9021566,-77.0380023,38.8812662,-76.9914837
17th St & Independence Ave SW,3rd & G St SE,38.8879587,-77.0387413,38.8812662,-76.9914837
18th & C St NW,3rd & G St SE,38.8935359,-77.0417413,38.8812662,-76.9914837
19th & G St NW,3rd & G St SE,38.898331,-77.0434727,38.8812662,-76.9914837
19th & K St NW,3rd & G St SE,38.902416,-77.0434552,38.8812662,-76.9914837
19th St & Constitution Ave NW,3rd & G St SE,38.8921101,-77.0434861,38.8812662,-76.9914837
1st & D St SE,3rd & G St SE,38.88494,-77.00873,38.8812662,-76.9914837
1st & M St NE,3rd & G St SE,38.9056533,-77.0058882,38.8812662,-76.9914837
1st & M St SE,3rd & G St SE,38.8768635,-76.9831619,38.8812662,-76.9914837
22nd & P ST NW,3rd & G St SE,38.909643,-77.0487969,38.8812662,-76.9914837
2nd St & Massachusetts Ave NE,3rd & G St SE,38.8952128,-77.0035114,38.8812662,-76.9914837
3rd & D St SE,3rd & G St SE,38.8851,-77.0023,38.8812662,-76.9914837
3rd & G St SE,3rd & G St SE,38.8812662,-76.9914837,38.8812662,-76.9914837
3rd & H St NE,3rd & G St SE,38.9003026,-77.0016867,38.8812662,-76.9914837
3rd & H St NW,3rd & G St SE,38.9002169,-77.0312345,38.8812662,-76.9914837
3rd & M St NE,3rd & G St SE,38.905696,-76.997098,38.8812662,-76.9914837
3rd & Tingey St SE,3rd & G St SE,38.8748964,-76.9999472,38.8812662,-76.9914837
3rd St & Pennsylvania Ave SE,3rd & G St SE,38.887124,-77.001692,38.8812662,-76.9914837
4th & D St NW / Judiciary Square,3rd & G St SE,38.8946621,-77.0306956,38.8812662,-76.9914837
4th & E St SW,3rd & G St SE,38.8832394,-77.0154581,38.8812662,-76.9914837
4th & East Capitol St NE,3rd & G St SE,38.8898269,-76.9541242,38.8812662,-76.9914837
4th & M St SE,3rd & G St SE,38.8768635,-76.9831619,38.8812662,-76.9914837
4th & M St SW,3rd & G St SE,38.8765291,-77.0141041,38.8812662,-76.9914837
4th St & Madison Dr NW,3rd & G St SE,38.8905995,-77.0175703,38.8812662,-76.9914837
5th & F St NW,3rd & G St SE,38.897337,-77.018929,38.8812662,-76.9914837
5th St & Massachusetts Ave NW,3rd & G St SE,38.9011312,-77.0189262,38.8812662,-76.9914837
6th & H St NE,3rd & G St SE,38.9002104,-76.9984441,38.8812662,-76.9914837
6th St & Indiana Ave NW,3rd & G St SE,38.8944395,-77.0199018,38.8812662,-76.9914837
7th & E St SW,3rd & G St SE,38.8832442,-77.0219776,38.8812662,-76.9914837
7th & F St NW / National Portrait Gallery,3rd & G St SE,38.8978267,-77.023019,38.8812662,-76.9914837
7th St & Massachusetts Ave NE,3rd & G St SE,38.9021412,-77.021891,38.8812662,-76.9914837
8th & D St NW,3rd & G St SE,38.8947972,-77.0229688,38.8812662,-76.9914837
8th & East Capitol St NE,3rd & G St SE,38.8898269,-76.9541242,38.8812662,-76.9914837
8th & Eye St SE / Barracks Row,3rd & G St SE,38.8792,-76.9953,38.8812662,-76.9914837
8th & F St NE,3rd & G St SE,38.897333,-76.994965,38.8812662,-76.9914837
Columbus Circle / Union Station,3rd & G St SE,38.896995,-77.006384,38.8812662,-76.9914837
D St & Maryland Ave NE,3rd & G St SE,38.8947301,-76.9968333,38.8812662,-76.9914837
Eastern Market / 7th & North Carolina Ave SE,3rd & G St SE,38.8864481,-76.996479,38.8812662,-76.9914837
Eckington Pl & Q St NE,3rd & G St SE,38.9111223,-77.0047933,38.8812662,-76.9914837
Independence Ave & L'Enfant Plaza SW/DOE,3rd & G St SE,38.8862882,-77.0265843,38.8812662,-76.9914837
Kennedy Center,3rd & G St SE,38.8958482,-77.0556827,38.8812662,-76.9914837
M St & New Jersey Ave SE,3rd & G St SE,38.8764395,-77.0041448,38.8812662,-76.9914837
Maine Ave & 7th St SW,3rd & G St SE,38.8786499,-77.022833,38.8812662,-76.9914837
Maine Ave & 9th St SW,3rd & G St SE,38.8802954,-77.0249438,38.8812662,-76.9914837
Maryland Ave & E St NE,3rd & G St SE,38.8961161,-76.9931643,38.8812662,-76.9914837
Massachusetts Ave & 6th St NE,3rd & G St SE,38.8930708,-76.9984653,38.8812662,-76.9914837
Montello Ave & Holbrook Terr NE,3rd & G St SE,38.907617,-76.986781,38.8812662,-76.9914837
New Jersey Ave & F St NW,3rd & G St SE,38.8973436,-77.0118709,38.8812662,-76.9914837
New Jersey Ave & N St NW/Dunbar HS,3rd & G St SE,38.9075024,-77.0128468,38.8812662,-76.9914837
New York Ave & Hecht Ave NE,3rd & G St SE,38.9160259,-76.983832,38.8812662,-76.9914837
Potomac & Pennsylvania Ave SE,3rd & G St SE,38.8731037,-76.9695601,38.8812662,-76.9914837
Rhode Island Ave Metro,3rd & G St SE,38.920918,-76.995941,38.8812662,-76.9914837
10th & E St NW,3rd & H St NE,38.8961384,-77.0260002,38.9003026,-77.0016867
10th & G St NW,3rd & H St NE,38.8983151,-77.0259896,38.9003026,-77.0016867
10th & K St NW,3rd & H St NE,38.90253,-77.0259938,38.9003026,-77.0016867
11th & F St NW,3rd & H St NE,38.8973435,-77.0270466,38.9003026,-77.0016867
11th & Girard St NW,3rd & H St NE,38.925755,-77.02704,38.9003026,-77.0016867
11th & M St NW,3rd & H St NE,38.905637,-77.027041,38.9003026,-77.0016867
11th & O St NW,3rd & H St NE,38.9085726,-77.0270402,38.9003026,-77.0016867
12th & Irving St NE,3rd & H St NE,38.928589,-76.9906842,38.9003026,-77.0016867
13th & D St NE,3rd & H St NE,38.894777,-76.9883104,38.9003026,-77.0016867
13th & H St NE,3rd & H St NE,38.9002048,-76.9883091,38.9003026,-77.0016867
13th St & New York Ave NW,3rd & H St NE,38.9002912,-77.0295883,38.9003026,-77.0016867
14th & Belmont St NW,3rd & H St NE,38.921086,-77.031873,38.9003026,-77.0016867
14th & D St SE,3rd & H St NE,38.8946621,-77.0306956,38.9003026,-77.0016867
14th & Irving St NW,3rd & H St NE,38.9287772,-77.0326506,38.9003026,-77.0016867
14th & L St NW,3rd & H St NE,38.903746,-77.0319747,38.9003026,-77.0016867
14th & Rhode Island Ave NW,3rd & H St NE,38.9088311,-77.0319575,38.9003026,-77.0016867
15th & East Capitol St NE,3rd & H St NE,38.8898269,-76.9541242,38.9003026,-77.0016867
15th & F St NE,3rd & H St NE,38.8973368,-76.9836645,38.9003026,-77.0016867
15th & K St NW,3rd & H St NE,38.9024168,-77.0345695,38.9003026,-77.0016867
15th & L St NW,3rd & H St NE,38.9037458,-77.0345694,38.9003026,-77.0016867
15th & P St NW,3rd & H St NE,38.9096682,-77.0345588,38.9003026,-77.0016867
15th & W St NW,3rd & H St NE,38.9191619,-77.034716,38.9003026,-77.0016867
15th St & Massachusetts Ave SE,3rd & H St NE,38.9065186,-77.0345597,38.9003026,-77.0016867
16th & Irving St NW,3rd & H St NE,38.9286821,-77.0364572,38.9003026,-77.0016867
16th & R St NW,3rd & H St NE,38.9126037,-77.0365134,38.9003026,-77.0016867
17th & G St NW,3rd & H St NE,38.8983186,-77.0394614,38.9003026,-77.0016867
17th & K St NW,3rd & H St NE,38.9024024,-77.0395084,38.9003026,-77.0016867
17th & K St NW / Farragut Square,3rd & H St NE,38.9021566,-77.0380023,38.9003026,-77.0016867
17th St & Massachusetts Ave NW,3rd & H St NE,38.9079341,-77.0385233,38.9003026,-77.0016867
18th & M St NW,3rd & H St NE,38.9056568,-77.0416876,38.9003026,-77.0016867
18th & R St NW,3rd & H St NE,38.9126074,-77.0416631,38.9003026,-77.0016867
18th St & Pennsylvania Ave NW,3rd & H St NE,38.899316,-77.041633,38.9003026,-77.0016867
18th St & Wyoming Ave NW,3rd & H St NE,38.9187411,-77.0416565,38.9003026,-77.0016867
19th & K St NW,3rd & H St NE,38.902416,-77.0434552,38.9003026,-77.0016867
1st & D St SE,3rd & H St NE,38.88494,-77.00873,38.9003026,-77.0016867
1st & H St NW,3rd & H St NE,38.9002169,-77.0312345,38.9003026,-77.0016867
1st & M St NE,3rd & H St NE,38.9056533,-77.0058882,38.9003026,-77.0016867
1st & M St SE,3rd & H St NE,38.8768635,-76.9831619,38.9003026,-77.0016867
1st & O St NW,3rd & H St NE,38.9601576,-77.0116249,38.9003026,-77.0016867
1st & Rhode Island Ave NW,3rd & H St NE,38.9112599,-77.0251579,38.9003026,-77.0016867
20th & O St NW / Dupont South,3rd & H St NE,38.907743,-77.043655,38.9003026,-77.0016867
20th St & Florida Ave NW,3rd & H St NE,38.9151073,-77.044913,38.9003026,-77.0016867
21st & I St NW,3rd & H St NE,38.9007023,-77.0466551,38.9003026,-77.0016867
24th & R St NE / National Arboretum,3rd & H St NE,38.91213,-76.9657782,38.9003026,-77.0016867
25th St & Pennsylvania Ave NW,3rd & H St NE,38.9036639,-77.0533013,38.9003026,-77.0016867
2nd & G St NE,3rd & H St NE,38.89894,-77.00901,38.9003026,-77.0016867
2nd St & Massachusetts Ave NE,3rd & H St NE,38.8952128,-77.0035114,38.9003026,-77.0016867
2nd St & Seaton Pl NE,3rd & H St NE,38.9148253,-77.0035158,38.9003026,-77.0016867
3000 Connecticut Ave NW / National Zoo,3rd & H St NE,38.9298333,-77.0560416,38.9003026,-77.0016867
34th & Water St NW,3rd & H St NE,38.903882,-77.067735,38.9003026,-77.0016867
34th St & Wisconsin Ave NW,3rd & H St NE,38.915761,-77.067795,38.9003026,-77.0016867
3rd & D St SE,3rd & H St NE,38.8851,-77.0023,38.9003026,-77.0016867
3rd & Elm St NW,3rd & H St NE,38.9174514,-77.016491,38.9003026,-77.0016867
3rd & G St SE,3rd & H St NE,38.8812662,-76.9914837,38.9003026,-77.0016867
3rd & H St NE,3rd & H St NE,38.9003026,-77.0016867,38.9003026,-77.0016867
3rd & H St NW,3rd & H St NE,38.9002169,-77.0312345,38.9003026,-77.0016867
3rd & M St NE,3rd & H St NE,38.905696,-76.997098,38.9003026,-77.0016867
3rd St & Pennsylvania Ave SE,3rd & H St NE,38.887124,-77.001692,38.9003026,-77.0016867
4th & C St SW,3rd & H St NE,38.88631,-77.01799,38.9003026,-77.0016867
4th & D St NW / Judiciary Square,3rd & H St NE,38.8946621,-77.0306956,38.9003026,-77.0016867
4th & E St SW,3rd & H St NE,38.8832394,-77.0154581,38.9003026,-77.0016867
4th & East Capitol St NE,3rd & H St NE,38.8898269,-76.9541242,38.9003026,-77.0016867
4th & M St SE,3rd & H St NE,38.8768635,-76.9831619,38.9003026,-77.0016867
4th & M St SW,3rd & H St NE,38.8765291,-77.0141041,38.9003026,-77.0016867
4th & W St NE,3rd & H St NE,38.919029,-77.000472,38.9003026,-77.0016867
4th St & Madison Dr NW,3rd & H St NE,38.8905995,-77.0175703,38.9003026,-77.0016867
5th & F St NW,3rd & H St NE,38.897337,-77.018929,38.9003026,-77.0016867
5th & K St NW,3rd & H St NE,38.9025277,-77.0189305,38.9003026,-77.0016867
5th St & Massachusetts Ave NW,3rd & H St NE,38.9011312,-77.0189262,38.9003026,-77.0016867
6th & H St NE,3rd & H St NE,38.9002104,-76.9984441,38.9003026,-77.0016867
6th & K St NE,3rd & H St NE,38.9025086,-76.9984503,38.9003026,-77.0016867
6th St & Indiana Ave NW,3rd & H St NE,38.8944395,-77.0199018,38.9003026,-77.0016867
7th & F St NW / National Portrait Gallery,3rd & H St NE,38.8978267,-77.023019,38.9003026,-77.0016867
7th & K St NW,3rd & H St NE,38.9021412,-77.021891,38.9003026,-77.0016867
7th St & Massachusetts Ave NE,3rd & H St NE,38.9021412,-77.021891,38.9003026,-77.0016867
8th & East Capitol St NE,3rd & H St NE,38.8898269,-76.9541242,38.9003026,-77.0016867
8th & F St NE,3rd & H St NE,38.897333,-76.994965,38.9003026,-77.0016867
8th & H St NW,3rd & H St NE,38.899814,-77.022948,38.9003026,-77.0016867
8th & O St NW,3rd & H St NE,38.9085637,-77.0229375,38.9003026,-77.0016867
9th & Upshur St NW,3rd & H St NE,38.9418906,-77.0250606,38.9003026,-77.0016867
Adams Mill & Columbia Rd NW,3rd & H St NE,38.9226795,-77.0426674,38.9003026,-77.0016867
Bladensburg Rd & Benning Rd NE,3rd & H St NE,38.9000764,-76.9834672,38.9003026,-77.0016867
California St & Florida Ave NW,3rd & H St NE,38.9178137,-77.0403994,38.9003026,-77.0016867
Columbia Rd & Georgia Ave NW,3rd & H St NE,38.9281258,-77.023104,38.9003026,-77.0016867
Columbus Circle / Union Station,3rd & H St NE,38.896995,-77.006384,38.9003026,-77.0016867
Constitution Ave & 2nd St NW/DOL,3rd & H St NE,38.8921052,-77.0136447,38.9003026,-77.0016867
Convention Center / 7th & M St NW,3rd & H St NE,38.9056431,-77.0219318,38.9003026,-77.0016867
D St & Maryland Ave NE,3rd & H St NE,38.8947301,-76.9968333,38.9003026,-77.0016867
Eastern Market / 7th & North Carolina Ave SE,3rd & H St NE,38.8864481,-76.996479,38.9003026,-77.0016867
Eckington Pl & Q St NE,3rd & H St NE,38.9111223,-77.0047933,38.9003026,-77.0016867
Florida Ave & R St NW,3rd & H St NE,38.9126039,-77.0132898,38.9003026,-77.0016867
Gallaudet / 8th St & Florida Ave NE,3rd & H St NE,38.9048996,-76.9947872,38.9003026,-77.0016867
Kansas Ave & Sherman Cr NW,3rd & H St NE,38.9468708,-77.0222323,38.9003026,-77.0016867
Kennedy Center,3rd & H St NE,38.8958482,-77.0556827,38.9003026,-77.0016867
M St & New Jersey Ave SE,3rd & H St NE,38.8764395,-77.0041448,38.9003026,-77.0016867
Maine Ave & 7th St SW,3rd & H St NE,38.8786499,-77.022833,38.9003026,-77.0016867
Maryland Ave & 17th St NE,3rd & H St NE,38.901927,-76.978994,38.9003026,-77.0016867
Maryland Ave & E St NE,3rd & H St NE,38.8961161,-76.9931643,38.9003026,-77.0016867
Massachusetts Ave & 6th St NE,3rd & H St NE,38.8930708,-76.9984653,38.9003026,-77.0016867
Metro Center / 12th & G St NW,3rd & H St NE,38.8980522,-77.0282299,38.9003026,-77.0016867
Montello Ave & Holbrook Terr NE,3rd & H St NE,38.907617,-76.986781,38.9003026,-77.0016867
Neal St & Trinidad Ave NE,3rd & H St NE,38.9033798,-76.9861649,38.9003026,-77.0016867
New Hampshire Ave & T St NW,3rd & H St NE,38.9155803,-77.0378968,38.9003026,-77.0016867
New Jersey Ave & F St NW,3rd & H St NE,38.8973436,-77.0118709,38.9003026,-77.0016867
New Jersey Ave & N St NW/Dunbar HS,3rd & H St NE,38.9075024,-77.0128468,38.9003026,-77.0016867
New York Ave & Hecht Ave NE,3rd & H St NE,38.9160259,-76.983832,38.9003026,-77.0016867
North Capitol St & F St NW,3rd & H St NE,38.8973304,-77.0091024,38.9003026,-77.0016867
North Capitol St & G Pl NE,3rd & H St NE,38.8995605,-77.0090117,38.9003026,-77.0016867
